27,2,0,0,0,0,1
27,0,2,1,0,2,2
51,0,1,0,0,2,3
54,0,0,0,0,0,4
159,0,2,0,0,0,6
215,1,1,0,0,0,7
285,4,0,0,1,1,8
303,2,1,0,0,0,9
405,6,1,0,1,0,11
455,5,6,6,4,2,12
442,10,3,2,5,3,13
635,5,2,5,1,2,15
650,2,2,2,1,2,17
671,7,0,1,1,0,18
704,2,1,0,3,1,19
634,5,1,1,2,0,20
446,4,0,0,1,0,22
350,1,3,0,0,2,23
144,0,1,0,1,1,25
96,0,2,1,5,0,27
81,2,0,2,3,2,28
83,0,1,0,0,0,29
29,1,1,0,0,1,30
34,0,1,0,0,0,32
43,3,0,1,1,0,33
16,1,1,1,1,0,35
19,0,1,0,1,0,36
17,0,0,0,3,2,38
22,0,1,0,1,0,39
18,0,0,2,1,2,40
37,0,0,0,2,0,41
37,2,2,1,0,1,42
16,0,2,0,1,1,43
34,0,1,1,1,1,44
21,0,0,1,0,0,48
34,2,0,0,0,1,50
30,0,0,0,1,0,51
37,1,1,1,0,0,53
28,0,0,0,0,0,55
59,0,2,0,0,0,56
61,0,0,0,0,0,58
76,0,0,0,0,0,61
66,0,1,1,5,0,63
87,2,1,0,0,0,65
87,1,0,0,1,0,66
91,2,0,0,1,0,67
118,1,0,0,0,0,68
132,1,0,0,0,0,69
130,1,0,1,0,0,70
214,1,2,0,0,1,71
130,2,0,0,1,0,72
85,0,1,0,0,0,73
93,0,0,0,1,0,74
89,3,0,0,0,0,75
121,1,1,0,0,0,76
120,0,0,0,0,0,77
69,0,0,0,1,1,78
30,0,0,1,0,0,80
22,1,0,0,0,0,81
35,0,0,1,2,1,82
11,0,1,0,0,0,83
17,0,0,0,0,0,84
16,0,1,0,0,0,86
4,0,1,0,0,0,87
9,0,0,1,0,0,88
16,0,1,0,0,0,89
12,0,1,1,1,0,91
10,0,0,0,0,0,92
6,0,0,0,0,0,94
18,2,0,0,1,0,95
24,0,0,0,0,0,96
8,2,0,0,0,0,97
8,0,0,0,0,0,98
11,0,0,0,0,0,101
8,0,0,0,0,0,104
115,0,1,0,2,0,106
203,0,0,0,6,5,109
505,1,2,0,0,0,111
907,1,0,1,2,0,112
1198,14,2,4,3,1,113
1351,5,2,2,4,2,114
1568,5,3,1,12,1,115
1393,5,1,2,6,1,117
1361,13,2,1,5,2,119
1020,10,1,1,9,2,120
532,8,0,5,1,0,122
424,1,1,0,3,1,123
314,1,0,0,1,1,124
225,0,1,1,3,0,125
92,0,0,1,0,0,126
56,1,1,0,1,1,130
16,3,1,0,0,1,131
22,0,0,0,0,0,132
22,1,0,0,1,0,133
4,1,1,0,0,0,134
12,2,2,1,0,1,135
8,0,0,1,1,0,136
0,1,1,0,0,0,138
2,0,1,0,0,0,139
2,0,0,1,1,0,140
10,0,0,0,0,0,143
0,0,0,0,0,0,144
10,0,0,0,1,0,146
7,0,0,1,0,3,147
10,0,0,0,0,0,148
13,0,0,0,0,0,149
17,8,0,0,0,1,152
20,0,1,0,0,0,154
26,1,1,1,0,0,156
61,1,0,0,0,0,157
