0,0,4,1,0,0,1
2,1,1,0,0,2,3
0,0,4,2,5,0,4
0,0,0,0,1,1,5
0,0,5,1,8,3,6
0,4,2,2,1,1,7
0,1,5,1,1,0,8
1,2,4,4,3,4,9
1,4,5,2,1,0,11
0,2,2,1,0,3,12
1,3,3,0,0,1,13
2,3,6,5,0,0,14
4,1,3,1,3,0,15
0,0,3,0,1,1,16
0,1,2,0,0,1,17
0,4,4,0,2,0,18
0,3,3,0,2,0,19
0,0,0,0,3,0,23
0,1,1,0,1,0,26
0,0,2,0,1,0,27
0,0,3,1,1,0,28
0,0,2,2,0,0,32
1,1,0,1,0,0,33
0,0,1,0,0,0,34
0,0,2,1,0,0,36
0,0,1,1,4,0,38
0,1,3,0,0,0,39
1,0,1,0,0,2,40
1,1,8,0,1,0,43
2,0,1,0,0,1,45
0,1,2,0,1,0,47
0,0,0,1,2,0,49
0,0,1,1,1,0,50
0,0,1,0,0,0,51
1,3,1,0,4,0,53
0,1,12,1,2,2,54
1,0,0,0,2,0,56
1,1,5,0,6,1,57
2,2,1,0,3,0,58
0,0,2,0,6,1,59
0,0,1,0,1,1,60
1,1,1,0,1,0,61
2,0,0,0,2,1,62
0,1,0,0,0,0,64
0,1,0,0,0,0,66
0,0,1,0,1,0,67
0,0,1,0,1,0,68
0,2,0,0,0,0,69
0,1,1,0,0,0,70
0,1,0,1,1,0,71
0,1,0,0,1,0,74
0,0,2,0,1,0,76
0,0,0,0,0,0,77
0,1,0,0,2,1,79
0,0,1,0,1,0,81
0,2,1,0,0,0,82
0,0,0,1,0,0,84
0,0,4,0,0,0,88
0,0,1,0,0,0,89
0,0,1,1,0,0,90
0,1,0,1,0,0,91
1,1,3,0,0,1,92
0,0,0,0,0,0,95
0,0,0,0,2,3,96
0,0,1,0,1,0,98
0,3,1,2,3,0,99
0,1,2,0,1,0,103
0,0,0,0,1,1,105
0,3,0,0,0,0,106
0,1,0,1,4,0,108
0,3,0,2,2,0,109
0,1,2,0,3,1,110
2,0,1,0,4,1,111
0,1,0,0,5,0,112
3,0,3,0,0,0,115
2,1,2,1,1,1,116
0,3,1,4,2,0,117
0,6,1,1,0,2,118
3,3,2,1,2,1,119
0,2,1,0,3,2,120
2,4,0,2,11,1,121
1,0,1,2,0,0,122
0,2,1,0,3,0,123
3,0,1,1,1,0,124
0,1,1,2,2,0,125
2,0,2,0,0,0,126
3,0,0,0,1,0,127
1,0,0,2,0,0,129
0,0,0,0,0,0,130
0,0,0,1,0,0,131
0,0,0,1,1,1,132
1,1,2,0,1,0,133
0,0,1,0,0,0,134
0,2,1,2,1,0,135
0,0,0,0,0,0,137
0,2,2,1,2,0,138
0,0,1,0,1,0,139
0,1,1,0,0,0,140
1,0,1,0,1,0,143
1,0,1,0,2,0,144
0,0,0,0,3,0,145
1,0,0,0,0,0,147
0,0,0,0,2,0,148
1,0,0,0,1,0,149
0,0,0,0,3,0,152
0,0,1,0,0,0,153
0,0,0,0,3,0,154
0,0,0,0,1,0,155
2,0,2,0,0,0,156
0,0,0,0,0,0,157
