27,0,2,1,0,2
54,0,0,0,0,0
71,0,4,0,0,0
159,0,2,0,0,0
285,4,0,0,1,1
322,0,0,0,0,0
405,6,1,0,1,0
455,5,6,6,4,2
442,10,3,2,5,3
579,5,1,0,2,1
635,5,2,5,1,2
512,5,0,2,6,0
650,2,2,2,1,2
671,7,0,1,1,0
704,2,1,0,3,1
350,1,3,0,0,2
144,0,1,0,1,1
96,0,2,1,5,0
81,2,0,2,3,2
83,0,1,0,0,0
29,1,1,0,0,1
40,1,0,2,0,0
34,0,1,0,0,0
43,3,0,1,1,0
15,0,0,0,1,0
17,0,0,0,3,2
22,0,1,0,1,0
18,0,0,2,1,2
37,0,0,0,2,0
37,2,2,1,0,1
34,0,1,1,1,1
50,0,1,0,0,2
32,0,0,0,2,0
24,1,0,1,0,0
30,0,0,0,1,0
0,0,0,0,0,0
37,1,1,1,0,0
28,0,0,0,0,0
61,0,0,0,0,0
54,0,0,0,1,0
70,0,1,0,0,0
84,0,1,0,0,0
87,2,1,0,0,0
87,1,0,0,1,0
118,1,0,0,0,0
132,1,0,0,0,0
214,1,2,0,0,1
85,0,1,0,0,0
93,0,0,0,1,0
89,3,0,0,0,0
121,1,1,0,0,0
69,0,0,0,1,1
82,0,0,0,0,0
22,1,0,0,0,0
11,0,1,0,0,0
17,0,0,0,0,0
9,0,0,1,0,0
16,0,1,0,0,0
12,0,1,1,1,0
0,0,0,0,0,0
6,0,0,0,0,0
18,2,0,0,1,0
24,0,0,0,0,0
8,2,0,0,0,0
8,0,0,0,0,0
4,1,1,0,0,0
4,3,1,0,0,1
11,0,0,0,0,0
4,0,1,0,0,0
8,0,0,0,0,0
59,0,0,0,0,0
83,0,1,1,0,0
202,1,0,0,0,2
203,0,0,0,6,5
317,3,3,0,0,0
505,1,2,0,0,0
907,1,0,1,2,0
1198,14,2,4,3,1
1351,5,2,2,4,2
1568,5,3,1,12,1
1789,9,0,1,5,0
1393,5,1,2,6,1
1191,10,1,3,2,1
1361,13,2,1,5,2
1020,10,1,1,9,2
563,4,1,0,0,1
314,1,0,0,1,1
225,0,1,1,3,0
92,0,0,1,0,0
113,0,3,0,0,0
67,0,0,0,0,0
56,1,1,0,1,1
16,3,1,0,0,1
22,1,0,0,1,0
4,1,1,0,0,0
12,2,2,1,0,1
0,0,0,0,0,0
6,0,0,0,0,2
10,0,0,0,0,0
0,0,0,0,0,0
4,0,1,0,0,3
10,0,0,0,1,0
7,0,0,1,0,3
10,0,0,0,0,0
31,1,1,0,1,1
17,8,0,0,0,1
14,0,1,0,0,2
20,0,1,0,0,0
26,1,1,1,0,0
61,1,0,0,0,0
